,location,bhk,total_sqft,bath,price,encoded_loc
5933,Kadugodi,2,1152.0,2.0,61.0,121
5934,Subramanyapura,2,958.0,2.0,34.49,214
5935,Whitefield,2,1150.0,2.0,55.0,234
5936,Bellandur,2,1310.0,2.0,85.0,43
5937,Hosur Road,3,1590.0,2.0,126.0,107
5938,Green Glen Layout,3,1645.0,3.0,110.0,86
5939,others,3,1800.0,2.0,100.0,240
5940,8th Phase JP Nagar,2,1100.0,2.0,35.0,8
5941,Thanisandra,1,777.0,1.0,38.535,218
5942,others,2,925.0,2.0,70.0,240
5943,Basavangudi,3,1542.14,3.0,120.0,38
5944,Thanisandra,3,1430.0,2.0,54.0,218
5945,Bommanahalli,2,1020.0,2.0,55.0,50
5946,Electronic City Phase II,2,1140.0,2.0,32.92,78
5947,Anekal,3,967.0,2.0,45.0,18
5948,others,2,850.0,1.0,35.5,240
5949,others,2,1100.0,2.0,32.0,240
5950,Thanisandra,3,1697.0,3.0,110.0,218
5951,Varthur,2,1250.0,2.0,47.0,226
5952,Gottigere,2,1120.0,2.0,50.0,85
5953,NRI Layout,4,1200.0,4.0,95.0,173
5954,Hennur Road,5,5100.0,6.0,375.0,99
5955,Hebbal,2,1200.0,2.0,52.0,95
5956,7th Phase JP Nagar,2,1100.0,2.0,44.0,7
5957,Devarachikkanahalli,3,1417.0,2.0,76.0,69
5958,Thanisandra,3,1492.0,3.0,88.0,218
5959,Devanahalli,3,1498.0,3.0,79.15,68
5960,Kundalahalli,2,1010.0,2.0,48.27,154
5961,Hennur,2,1255.0,2.0,53.5,98
5962,Channasandra,2,1050.0,2.0,35.0,59
5963,Hegde Nagar,3,1847.0,3.0,125.0,97
5964,others,2,1200.0,2.0,55.0,240
5965,Bellandur,2,982.0,2.0,37.28,43
5966,Hegde Nagar,3,2144.6,4.0,145.0,97
5967,Kengeri,2,750.0,2.0,36.5,139
5968,Electronic City,2,919.0,2.0,35.0,77
5969,Budigere,2,1087.0,2.0,54.3,55
5970,others,3,1480.0,3.0,74.0,240
5971,Tindlu,2,1180.0,2.0,52.0,222
5972,Jigani,3,1221.0,3.0,65.0,117
5973,Haralur Road,2,1194.0,2.0,46.0,93
5974,Thanisandra,3,2072.0,3.0,122.0,218
5975,Whitefield,3,1600.0,3.0,69.0,234
5976,Sahakara Nagar,3,2200.0,3.0,98.0,199
5977,Kaikondrahalli,2,1253.0,2.0,81.5,124
5978,Hennur Road,2,1061.0,2.0,54.92,99
5979,Marathahalli,3,1950.0,3.0,115.0,165
5980,Marathahalli,2,1250.0,2.0,68.0,165
5981,Hennur Road,3,1585.0,2.0,80.0,99
5982,Kanakpura Road,3,1452.0,3.0,60.98,131
5983,Kammasandra,2,1015.0,2.0,37.0,129
5984,Marathahalli,2,1125.0,2.0,56.8,165
5985,Electronic City Phase II,2,1116.0,2.0,40.0,78
5986,Kasavanhalli,4,4000.0,4.0,325.0,134
5987,Old Madras Road,2,1300.0,2.0,100.0,183
5988,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,193
5989,others,3,1310.0,2.0,55.0,240
5990,Thigalarapalya,3,2072.0,4.0,152.0,219
5991,Kaggadasapura,2,1240.0,2.0,58.58,122
5992,Chamrajpet,3,1565.0,3.0,98.91,57
5993,Budigere,3,1820.0,3.0,89.0,55
5994,Gubbalala,3,2500.0,3.0,88.0,87
5995,Hosa Road,2,1245.0,2.0,62.0,104
5996,GM Palaya,3,1315.0,3.0,65.0,81
5997,Kenchenahalli,3,1410.0,2.0,73.0,138
5998,Dasarahalli,2,1375.0,2.0,60.0,67
5999,Old Madras Road,2,1299.0,2.0,95.0,183
6000,others,2,993.0,2.0,45.5,240
6001,Bommasandra Industrial Area,2,1200.0,3.0,45.0,52
6002,others,4,2400.0,5.0,180.0,240
6003,Hebbal,3,1255.0,2.0,95.0,95
6004,Hoodi,3,1655.0,3.0,131.0,100
6005,Whitefield,4,2830.0,5.0,190.0,234
6006,others,1,6000.0,1.0,276.0,240
6007,others,1,825.0,2.0,40.0,240
6008,Begur Road,3,1634.0,3.0,111.0,42
6009,Banaswadi,2,1222.0,2.0,80.0,34
6010,Gottigere,3,1500.0,3.0,63.0,85
6011,Akshaya Nagar,3,1890.0,4.0,100.0,12
6012,Hulimavu,2,850.0,1.0,39.5,108
6013,Whitefield,2,1295.0,2.0,78.5,234
6014,Sarjapur  Road,2,1320.0,2.0,100.0,203
6015,2nd Stage Nagarbhavi,4,3000.0,3.0,170.0,3
6016,Harlur,2,1197.0,2.0,82.0,94
6017,others,3,1320.0,2.0,60.0,240
6018,Whitefield,1,840.0,1.0,57.6,234
6019,Whitefield,1,640.0,1.0,19.83,234
6020,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,193
6021,Kodihalli,2,1000.0,2.0,62.0,145
6022,Babusapalaya,2,1305.0,2.0,70.0,26
6023,Kodichikkanahalli,1,450.0,1.0,18.0,142
6024,CV Raman Nagar,1,705.0,1.0,57.0,56
6025,Tumkur Road,5,4800.0,5.0,150.0,223
6026,Whitefield,3,1991.0,3.0,104.0,234
6027,Battarahalli,3,1779.0,3.0,90.0,40
6028,Banaswadi,2,870.0,2.0,38.0,34
6029,Thanisandra,3,1595.0,3.0,120.0,218
6030,Kanakpura Road,1,525.0,1.0,26.0,131
6031,Iblur Village,3,2000.0,4.0,138.0,111
6032,Yelahanka,3,1614.0,3.0,93.0,236
6033,Gottigere,2,1200.0,2.0,40.0,85
6034,Electronic City Phase II,3,1150.0,3.0,46.0,78
6035,Sonnenahalli,3,1610.0,3.0,80.48,213
6036,Whitefield,2,1190.0,2.0,41.0,234
6037,others,2,1050.0,2.0,50.0,240
6038,7th Phase JP Nagar,3,1460.0,2.0,97.0,7
6039,others,1,600.0,1.0,33.0,240
6040,others,3,1569.0,3.0,70.0,240
6041,others,3,2600.0,3.0,147.0,240
6042,Electronics City Phase 1,1,645.0,1.0,42.5,79
6043,Marathahalli,2,1350.0,2.0,90.0,165
6044,others,3,1410.0,2.0,45.12,240
6045,Whitefield,2,1109.0,2.0,35.47,234
6046,Bannerghatta Road,2,1215.0,2.0,68.0,37
6047,Varthur Road,2,1255.0,2.0,52.76,227
6048,others,2,1020.0,2.0,49.0,240
6049,others,3,1225.0,2.0,82.0,240
6050,Singasandra,2,1120.0,2.0,60.0,210
6051,Kasavanhalli,3,1225.0,2.0,69.0,134
6052,Whitefield,4,5200.0,5.0,242.0,234
6053,Sarjapur  Road,3,1984.0,4.0,145.0,203
6054,Old Madras Road,3,2425.0,3.0,197.0,183
6055,ITPL,3,1200.0,3.0,56.12,110
6056,Bommasandra,2,1127.0,2.0,45.0,51
6057,Whitefield,3,1655.0,3.0,97.0,234
6058,Varthur,3,1200.0,3.0,68.38,226
6059,Kaggadasapura,2,1000.0,2.0,43.0,122
6060,CV Raman Nagar,2,1225.0,2.0,47.88,56
6061,Hormavu,2,1350.0,2.0,45.0,103
6062,Sahakara Nagar,2,1175.0,2.0,49.0,199
6063,others,1,655.0,1.0,27.0,240
6064,Hosa Road,3,1311.0,2.0,84.86,104
6065,CV Raman Nagar,2,1000.0,2.0,38.5,56
6066,others,2,1196.0,2.0,96.0,240
6067,Kanakpura Road,3,1050.0,2.0,59.0,131
6068,Somasundara Palya,3,1275.0,2.0,52.0,211
6069,others,2,927.0,2.0,50.0,240
6070,Varthur,3,1520.0,2.0,61.0,226
6071,Hebbal,2,1333.0,2.0,104.0,95
6072,others,1,600.0,1.0,18.0,240
6073,Sarjapur  Road,3,1773.5,2.0,85.125,203
6074,Koramangala,2,1100.0,2.0,85.0,148
6075,Haralur Road,3,1650.0,3.0,100.0,93
6076,Kasavanhalli,3,1917.0,3.0,132.0,134
6077,Billekahalli,2,950.0,2.0,58.11,47
6078,others,2,1175.0,2.0,48.72,240
6079,8th Phase JP Nagar,2,1089.0,2.0,43.55,8
6080,Hoodi,2,1257.0,2.0,68.5,100
6081,Sarjapur,1,650.0,1.0,19.87,202
6082,Whitefield,3,1850.0,3.0,150.0,234
6083,others,4,2800.0,4.0,200.0,240
6084,Vidyaranyapura,2,945.0,2.0,40.0,229
6085,Koramangala,2,1161.0,2.0,63.85,148
6086,Banashankari Stage V,3,1630.0,3.0,51.35,32
6087,Jalahalli,3,1310.0,2.0,60.0,115
6088,others,2,750.0,2.0,28.0,240
6089,Whitefield,3,1200.0,3.0,67.77,234
6090,others,2,1000.0,2.0,45.0,240
6091,Old Madras Road,4,4000.0,4.0,225.0,183
6092,Nagavara,2,1315.0,2.0,70.0,176
6093,Sahakara Nagar,3,1370.0,2.0,90.0,199
6094,Bellandur,2,1465.0,3.0,90.0,43
6095,Electronic City,2,1128.0,2.0,64.0,77
6096,Padmanabhanagar,3,1250.0,2.0,70.0,184
6097,Hebbal,3,1645.0,3.0,117.0,95
6098,Horamavu Agara,3,1284.0,2.0,75.0,101
6099,Hebbal,3,2600.0,3.0,199.0,95
6100,Haralur Road,3,1580.0,3.0,73.0,93
6101,Akshaya Nagar,3,2650.0,3.0,125.0,12
6102,Bannerghatta Road,2,1215.0,2.0,68.0,37
6103,Uttarahalli,2,1075.0,2.0,40.0,225
6104,R.T. Nagar,3,1400.0,2.0,78.0,191
6105,Subramanyapura,3,1400.0,2.0,55.0,214
6106,Bisuvanahalli,2,845.0,2.0,30.0,49
6107,Panathur,2,1199.0,2.0,85.0,186
6108,Gunjur,2,1175.0,2.0,43.48,88
6109,Bellandur,3,1767.0,3.0,109.0,43
6110,Sarjapur  Road,4,1800.0,3.0,90.0,203
6111,Talaghattapura,3,1856.0,3.0,135.0,217
6112,Whitefield,2,1290.0,2.0,90.0,234
6113,Kasavanhalli,2,1375.0,2.0,78.0,134
6114,others,2,985.0,2.0,57.0,240
6115,Singasandra,2,1099.0,2.0,37.5,210
6116,Marathahalli,2,1200.0,2.0,53.0,165
6117,Hulimavu,2,1000.0,2.0,45.0,108
6118,Electronic City,3,1159.0,2.0,38.0,77
6119,BTM Layout,3,1540.0,2.0,78.0,25
6120,others,3,1503.0,2.0,93.0,240
6121,Ambedkar Nagar,3,1850.0,4.0,120.0,14
6122,Uttarahalli,3,1580.0,3.0,60.0,225
6123,Mico Layout,2,1190.0,2.0,39.25,168
6124,others,2,1200.0,2.0,61.0,240
6125,ITPL,3,1200.0,3.0,56.12,110
6126,others,3,1500.0,2.0,52.0,240
6127,Thanisandra,3,1880.0,3.0,120.0,218
6128,Padmanabhanagar,2,1150.0,2.0,45.0,184
6129,Kasavanhalli,4,4408.0,4.0,344.0,134
6130,Bellandur,2,924.0,2.0,35.11,43
6131,Sarjapur  Road,5,7800.0,6.0,385.0,203
6132,others,3,1765.0,3.0,77.27,240
6133,Bannerghatta Road,3,1894.0,3.0,115.0,37
6134,Sector 7 HSR Layout,3,1760.0,3.0,142.0,206
6135,others,3,1768.0,3.0,95.0,240
6136,Kothanur,3,1790.0,3.0,97.0,150
6137,Whitefield,2,1200.0,2.0,45.0,234
6138,Kengeri,4,2540.0,4.0,160.0,139
6139,Mahadevpura,2,1137.0,2.0,53.4,160
6140,Jakkur,4,3181.0,2.0,229.0,114
6141,Mysore Road,3,1568.0,2.0,100.0,171
6142,Devanahalli,4,4920.0,4.0,393.5,68
6143,AECS Layout,2,1308.0,2.0,60.0,10
6144,Bisuvanahalli,3,1200.0,2.0,41.0,49
6145,others,1,800.0,1.0,32.0,240
6146,Subramanyapura,2,958.0,2.0,33.53,214
6147,Thigalarapalya,3,2072.0,4.0,160.0,219
6148,Talaghattapura,3,2273.0,3.0,159.0,217
6149,Thanisandra,1,760.0,1.0,50.0,218
6150,Dommasandra,2,1090.0,2.0,43.5,75
6151,Thigalarapalya,3,2072.0,4.0,155.0,219
6152,Sarjapur  Road,3,1550.0,2.0,89.0,203
6153,Ramagondanahalli,2,1251.0,2.0,50.0,196
6154,Electronic City,2,1070.0,2.0,53.0,77
6155,Kalena Agrahara,2,1200.0,2.0,45.0,125
6156,CV Raman Nagar,3,1435.0,2.0,60.0,56
6157,Bommasandra,3,1400.0,2.0,45.0,51
6158,Judicial Layout,4,2330.0,3.0,94.71,118
6159,Thanisandra,2,1200.0,2.0,60.0,218
6160,Panathur,2,1000.0,2.0,40.0,186
6161,Bannerghatta Road,3,1655.0,2.0,62.89,37
6162,others,1,600.0,1.0,35.0,240
6163,Electronics City Phase 1,2,1175.0,2.0,50.0,79
6164,Uttarahalli,2,1155.0,2.0,40.43,225
6165,Magadi Road,3,1200.0,3.0,98.0,159
6166,Budigere,2,1149.0,2.0,65.0,55
6167,Jakkur,3,1745.0,2.0,98.485,114
6168,others,2,1010.0,2.0,55.0,240
6169,Hegde Nagar,3,1718.0,3.0,119.0,97
6170,others,2,650.0,1.0,20.0,240
6171,Banashankari,2,1330.0,2.0,77.0,29
6172,Hormavu,2,1200.0,2.0,68.0,103
6173,Bannerghatta Road,3,1693.0,3.0,89.0,37
6174,Thanisandra,3,1800.0,4.0,125.0,218
6175,Margondanahalli,2,900.0,2.0,55.0,166
6176,NGR Layout,2,1020.0,2.0,46.0,172
6177,Amruthahalli,3,1700.0,3.0,77.0,15
6178,Panathur,1,661.0,1.0,40.0,186
6179,Bannerghatta Road,2,1280.0,2.0,60.16,37
6180,Hosur Road,2,1170.0,2.0,48.0,107
6181,Thanisandra,1,933.0,2.0,58.0,218
6182,Sarjapur  Road,2,1150.0,2.0,44.0,203
6183,Banjara Layout,2,1050.0,2.0,64.8,35
6184,others,2,1080.0,2.0,37.8,240
6185,Harlur,2,1303.0,2.0,90.0,94
6186,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,193
6187,Nagarbhavi,5,2500.0,3.0,180.0,174
6188,Bommanahalli,3,1250.0,3.0,41.0,50
6189,Akshaya Nagar,3,1419.0,2.0,87.0,12
6190,Banashankari,2,1200.0,2.0,49.0,29
6191,7th Phase JP Nagar,2,1120.0,2.0,65.0,7
6192,Electronics City Phase 1,1,762.5,1.0,45.4,79
6193,Electronics City Phase 1,2,1245.0,2.0,75.0,79
6194,Channasandra,2,1093.0,2.0,34.0,59
6195,Hebbal,2,1345.0,2.0,97.0,95
6196,others,2,1500.0,2.0,45.0,240
6197,Vijayanagar,2,1180.0,2.0,86.0,230
6198,NGR Layout,2,1020.0,2.0,48.45,172
6199,others,3,1800.0,3.0,85.0,240
6200,Kothannur,3,1240.0,2.0,39.85,149
6201,CV Raman Nagar,2,1020.0,2.0,55.0,56
6202,others,3,2095.0,3.0,142.0,240
6203,Gunjur,3,1362.0,3.0,62.63,88
6204,Yelahanka,1,694.0,1.0,30.84,236
6205,Vittasandra,2,1404.0,2.0,70.0,233
6206,Electronic City Phase II,3,1192.0,2.0,47.0,78
6207,Vittasandra,2,1259.0,2.0,67.48,233
6208,Kengeri,2,1000.0,2.0,34.0,139
6209,Rachenahalli,2,985.0,2.0,49.97,192
6210,Indira Nagar,1,850.0,1.0,60.0,112
6211,Uttarahalli,3,1650.0,2.0,50.0,225
6212,Ambedkar Nagar,2,1367.0,2.0,86.0,14
6213,Rajaji Nagar,3,1210.0,2.0,81.0,194
6214,others,2,1190.0,2.0,48.6,240
6215,Sarjapur,2,1175.0,2.0,42.0,202
6216,Whitefield,2,1140.0,2.0,40.0,234
6217,Hoskote,2,1095.0,2.0,33.6,106
6218,Gubbalala,3,1435.0,2.0,80.0,87
6219,Choodasandra,2,725.0,2.0,36.0,63
6220,others,3,1600.0,2.0,88.0,240
6221,Nehru Nagar,3,1674.0,3.0,90.0,180
6222,Haralur Road,2,1243.0,2.0,46.0,93
6223,Kanakpura Road,3,1703.0,3.0,130.0,131
6224,Padmanabhanagar,3,1350.0,3.0,71.55,184
6225,Horamavu Agara,2,1145.0,2.0,41.21,101
6226,Whitefield,2,1216.0,2.0,75.0,234
6227,7th Phase JP Nagar,2,1100.0,3.0,60.0,7
6228,Kothanur,4,2700.0,4.0,175.0,150
6229,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,193
6230,Kanakpura Road,3,1600.0,3.0,90.0,131
6231,Banashankari Stage V,3,1510.0,3.0,47.57,32
6232,Haralur Road,2,1194.0,2.0,47.0,93
6233,Horamavu Agara,4,1250.0,4.0,100.0,101
6234,Laggere,1,620.0,2.0,48.0,156
6235,Raja Rajeshwari Nagar,3,1630.0,3.0,60.65,193
6236,Hennur Road,2,1020.0,2.0,45.0,99
6237,Hosakerehalli,3,1410.0,2.0,53.58,105
6238,Sarjapur  Road,3,1691.0,3.0,113.0,203
6239,KR Puram,4,1200.0,4.0,83.0,119
6240,Banaswadi,2,1200.0,2.0,60.0,34
6241,Old Airport Road,2,1050.0,2.0,50.0,182
6242,Kathriguppe,3,1300.0,3.0,77.99,136
6243,Whitefield,2,1356.0,2.0,94.84,234
6244,Whitefield,2,1338.0,2.0,103.0,234
6245,others,1,500.0,1.0,20.0,240
6246,others,3,1280.0,2.0,100.0,240
6247,Raja Rajeshwari Nagar,3,1531.0,3.0,51.77,193
6248,Anekal,2,620.0,1.0,23.5,18
6249,8th Phase JP Nagar,3,1605.0,2.0,65.0,8
6250,Thanisandra,3,1917.0,3.0,110.0,218
6251,Sarjapur  Road,3,1400.0,3.0,55.0,203
6252,Thubarahalli,3,2625.0,3.0,175.0,220
6253,Sahakara Nagar,2,1100.0,2.0,55.0,199
6254,Hennur Road,3,2041.0,3.0,128.0,99
6255,Sarjapur  Road,3,2070.0,4.0,160.0,203
6256,Hebbal,3,1110.0,3.0,59.0,95
6257,others,3,1650.0,3.0,110.0,240
6258,Ambedkar Nagar,4,3565.0,4.0,255.0,14
6259,Varthur Road,3,1033.0,2.0,30.47,227
6260,HSR Layout,2,1142.0,2.0,65.0,92
6261,others,3,1500.0,2.0,75.0,240
6262,Electronic City Phase II,3,1502.0,3.0,50.0,78
6263,others,3,1176.0,2.0,45.0,240
6264,Hosa Road,2,1063.0,2.0,32.8,104
6265,Kammanahalli,2,1100.0,2.0,60.0,128
6266,others,2,1044.0,2.0,85.0,240
6267,6th Phase JP Nagar,2,1216.0,2.0,60.0,6
6268,others,3,1425.0,3.0,55.0,240
6269,Hosur Road,2,1345.0,2.0,108.0,107
6270,Bellandur,4,3600.0,4.0,245.0,43
6271,Uttarahalli,2,1025.0,2.0,35.88,225
6272,Lakshminarayana Pura,3,3050.0,2.0,90.0,157
6273,Kadubeesanahalli,3,1424.0,2.0,75.0,120
6274,others,2,1285.0,2.0,45.0,240
6275,Babusapalaya,2,1450.0,2.0,55.99,26
6276,Raja Rajeshwari Nagar,2,1160.0,2.0,70.0,193
6277,others,3,2000.0,2.0,95.0,240
6278,Uttarahalli,2,1125.0,2.0,47.65,225
6279,Old Madras Road,4,3900.0,4.0,175.0,183
6280,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37,193
6281,Arekere,2,1240.0,2.0,60.0,21
6282,Devanahalli,3,1466.0,3.0,77.59,68
6283,Ramagondanahalli,3,1610.0,2.0,115.0,196
6284,Sarjapur  Road,3,1220.0,3.0,56.0,203
6285,Kaggadasapura,2,1225.0,2.0,48.0,122
6286,Akshaya Nagar,2,1300.0,2.0,54.0,12
6287,Thanisandra,3,1996.0,4.0,123.0,218
6288,others,3,1320.0,2.0,55.0,240
6289,Sarjapur  Road,3,1435.0,3.0,90.0,203
6290,Rayasandra,3,1601.0,3.0,70.0,198
6291,Kadubeesanahalli,2,1257.0,2.0,93.0,120
6292,Iblur Village,4,3596.0,5.0,260.0,111
6293,Kasavanhalli,2,1309.0,2.0,95.0,134
6294,Yeshwanthpur,2,1362.0,2.0,100.0,239
6295,Whitefield,2,1115.0,2.0,55.0,234
6296,Whitefield,3,1870.0,3.0,90.0,234
6297,others,2,1322.0,2.0,61.99,240
6298,others,3,1450.0,2.0,65.0,240
6299,Banashankari,2,1185.0,2.0,67.0,29
6300,7th Phase JP Nagar,3,1790.0,3.0,120.0,7
6301,Whitefield,3,3450.0,4.0,208.0,234
6302,Rachenahalli,2,1050.0,2.0,52.5,192
6303,Budigere,1,693.0,1.0,27.375,55
6304,Devanahalli,1,775.0,1.0,39.0,68
6305,Hoodi,2,1000.0,2.0,48.0,100
6306,Thanisandra,2,1183.0,2.0,77.25,218
6307,others,1,425.0,1.0,15.0,240
6308,others,2,820.0,2.0,30.0,240
6309,Hebbal,2,1200.0,2.0,52.0,95
6310,Ramagondanahalli,2,1151.0,2.0,43.6,196
6311,Hulimavu,3,1320.0,2.0,59.0,108
6312,others,3,1450.0,3.0,68.0,240
6313,Poorna Pragna Layout,3,1270.0,2.0,50.79,189
6314,Hegde Nagar,3,1847.0,3.0,123.0,97
6315,Devanahalli,1,1020.0,2.0,49.87,68
6316,Somasundara Palya,3,1650.0,3.0,95.0,211
6317,Electronic City,3,2400.0,2.0,78.0,77
6318,Begur Road,2,1160.0,2.0,44.0,42
6319,Haralur Road,4,2805.0,4.0,154.0,93
6320,Mysore Road,3,1360.0,3.0,47.6,171
6321,Brookefield,2,1089.0,2.0,49.0,54
6322,Yelahanka,2,1115.0,2.0,60.0,236
6323,Kudlu Gate,2,1215.0,2.0,45.0,152
6324,Sarjapur  Road,2,1194.0,2.0,51.0,203
6325,Kannamangala,3,1536.0,3.0,104.0,132
6326,Hennur,2,1255.0,2.0,55.5,98
6327,Electronic City,3,1571.0,3.0,83.0,77
6328,others,2,900.0,1.0,70.0,240
6329,Budigere,1,664.0,1.0,35.4,55
6330,Devarachikkanahalli,2,1230.0,2.0,58.0,69
6331,Hegde Nagar,2,1340.0,2.0,72.0,97
6332,Sarjapur,2,1240.0,2.0,43.1,202
6333,Electronic City,3,1470.0,2.0,44.1,77
6334,Kanakpura Road,1,525.0,2.0,29.25,131
6335,7th Phase JP Nagar,3,1680.0,3.0,117.0,7
6336,others,2,1000.0,2.0,35.0,240
6337,Gunjur,2,1071.0,2.0,51.0,88
6338,Sector 2 HSR Layout,3,1512.0,3.0,80.0,205
6339,Kalyan nagar,2,1190.0,2.0,60.0,126
6340,Pattandur Agrahara,3,1550.0,2.0,80.0,188
6341,Kanakpura Road,2,1283.0,2.0,63.22,131
6342,Mallasandra,2,1325.0,2.0,73.0,162
6343,Whitefield,2,1105.0,2.0,35.36,234
6344,Banaswadi,3,1600.0,3.0,74.5,34
6345,Kanakpura Road,2,800.0,2.0,41.145,131
6346,Hennur,2,1100.0,2.0,44.55,98
6347,Talaghattapura,3,2099.0,3.0,147.0,217
6348,Yelachenahalli,3,1365.0,2.0,72.0,235
6349,Hosur Road,2,1250.0,2.0,55.0,107
6350,Chikkalasandra,3,1290.0,2.0,56.12,62
6351,Bellandur,2,1170.0,2.0,46.79,43
6352,Kanakpura Road,2,1328.0,2.0,91.06,131
6353,Hennur Road,2,1232.0,2.0,87.0,99
6354,1st Phase JP Nagar,2,1180.0,2.0,88.5,1
6355,Electronic City,3,1350.0,3.0,66.0,77
6356,others,4,3602.0,4.0,280.0,240
6357,Nagasandra,4,2400.0,4.0,145.0,175
6358,Electronic City Phase II,2,1020.0,2.0,32.0,78
6359,Begur Road,3,1410.0,2.0,49.34,42
6360,others,3,2159.0,3.0,120.0,240
6361,TC Palaya,3,1200.0,2.0,66.0,216
6362,Hennur,2,1255.0,2.0,57.5,98
6363,Whitefield,2,1074.0,2.0,42.79,234
6364,others,3,1200.0,3.0,72.0,240
6365,Sarjapur,3,1170.0,2.0,35.41,202
6366,Tumkur Road,1,728.5,1.0,31.315,223
6367,Bommanahalli,3,1660.0,2.0,100.0,50
6368,others,1,510.0,1.0,34.0,240
6369,Mahadevpura,3,1601.0,3.0,95.0,160
6370,Begur Road,2,952.0,2.0,42.0,42
6371,others,2,1166.0,2.0,65.0,240
6372,Electronic City Phase II,4,1900.0,3.0,97.0,78
6373,Haralur Road,3,1520.0,2.0,96.0,93
6374,Yelenahalli,2,1175.0,2.0,50.0,238
6375,Bharathi Nagar,2,1432.0,2.0,68.0,45
6376,Bommasandra Industrial Area,2,1005.0,2.0,39.77,52
6377,Rajiv Nagar,2,1309.0,2.0,80.0,195
6378,7th Phase JP Nagar,2,1050.0,2.0,77.0,7
6379,Kanakpura Road,3,1100.0,3.0,53.0,131
6380,Begur Road,3,1565.0,2.0,56.34,42
6381,others,2,940.0,2.0,56.0,240
6382,others,2,1015.0,2.0,40.1,240
6383,Electronic City,3,1652.0,3.0,110.0,77
6384,Whitefield,2,1100.0,2.0,52.0,234
6385,Rajiv Nagar,4,2340.0,4.0,145.0,195
6386,Kammanahalli,2,1200.0,1.0,81.0,128
6387,others,3,1400.0,3.0,69.0,240
6388,Whitefield,2,1267.0,2.0,90.33,234
6389,Bhoganhalli,4,2439.0,4.0,185.0,46
6390,others,3,1645.0,3.0,95.0,240
6391,Sahakara Nagar,3,1100.0,2.0,75.0,199
6392,Electronic City,3,1320.0,2.0,38.12,77
6393,Ananth Nagar,2,1000.0,2.0,29.7,17
6394,Kengeri Satellite Town,2,2480.0,2.0,160.0,140
6395,Kalyan nagar,2,1086.0,2.0,44.5,126
6396,Kengeri,1,416.0,1.0,18.0,139
6397,Hennur Road,2,1066.0,2.0,52.23,99
6398,OMBR Layout,3,1730.0,3.0,93.0,181
6399,Balagere,2,1205.0,2.0,63.86,28
6400,Marathahalli,4,2500.0,5.0,175.0,165
6401,Subramanyapura,2,960.0,2.0,55.0,214
6402,Haralur Road,3,1510.0,3.0,83.05,93
6403,others,4,1600.0,4.0,90.0,240
6404,Old Madras Road,3,2300.0,3.0,142.0,183
6405,others,2,1000.0,2.0,63.0,240
6406,Poorna Pragna Layout,2,1160.0,2.0,46.39,189
6407,Hormavu,3,1553.0,2.0,58.23,103
6408,Seegehalli,2,1134.0,2.0,45.0,207
6409,Horamavu Agara,5,2400.0,3.0,80.0,101
6410,Whitefield,4,2400.0,4.0,143.0,234
6411,others,2,1350.0,2.0,65.0,240
6412,Sarjapur,2,1032.0,2.0,42.0,202
6413,others,3,1998.0,3.0,117.0,240
6414,Murugeshpalya,2,1225.0,2.0,48.0,170
6415,Sarjapur  Road,2,1262.0,2.0,67.0,203
6416,Badavala Nagar,3,1842.0,3.0,115.0,27
6417,others,2,1300.0,2.0,60.0,240
6418,Kothannur,2,1070.0,2.0,38.6,149
6419,others,2,950.0,2.0,33.0,240
6420,Balagere,2,1012.0,2.0,53.58,28
6421,TC Palaya,2,1000.0,2.0,70.0,216
6422,Kadugodi,2,1394.0,2.0,56.0,121
6423,Amruthahalli,3,1450.0,2.0,85.0,15
6424,Banaswadi,1,527.0,1.0,35.0,34
6425,Sarjapur  Road,3,1693.0,3.0,125.0,203
6426,Horamavu Agara,2,1000.0,2.0,46.0,101
6427,Kogilu,2,952.0,2.0,49.0,146
6428,Mysore Road,3,1410.0,2.0,64.0,171
6429,Hebbal Kempapura,2,1400.0,2.0,108.0,96
6430,Chikka Tirupathi,4,3056.0,5.0,100.0,60
6431,Sarjapur  Road,3,1826.0,3.0,125.0,203
6432,Hosur Road,3,1689.0,3.0,103.0,107
6433,Bisuvanahalli,3,1075.0,2.0,31.0,49
6434,Hennur,2,960.0,2.0,48.0,98
6435,Channasandra,2,808.0,2.0,40.0,59
6436,Kodichikkanahalli,2,907.0,2.0,38.5,142
6437,Uttarahalli,2,1300.0,2.0,55.0,225
6438,others,3,1350.0,3.0,81.0,240
6439,Whitefield,3,1836.0,3.0,125.0,234
6440,others,2,826.0,2.0,36.0,240
6441,Hormavu,2,1200.0,2.0,68.0,103
6442,6th Phase JP Nagar,2,1460.0,2.0,80.0,6
6443,BTM 2nd Stage,2,965.0,2.0,56.0,24
6444,Kothannur,4,2000.0,4.0,95.0,149
6445,Bhoganhalli,3,1395.0,2.0,70.0,46
6446,Sarjapur  Road,3,1660.0,3.0,116.0,203
6447,others,2,935.0,2.0,35.0,240
6448,others,2,1180.0,2.0,39.0,240
6449,Electronic City,2,1090.0,2.0,31.48,77
6450,Kanakpura Road,2,1204.0,2.0,82.0,131
